Футболист;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Данил Полубояринов;ФК Волгарь;178;81;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;16.00;69 %;1.00;0 %;1.00;0 %;5.00;20 %;1.00;0 %;-;-;1.00;100 %;2.00;0 %;8.00;2.00;-;2.00;2.00;-;17.00;41 %;5.00;80 %;12.00;25 %;6.00;33 %;4.00;0 %;2.00;0 %;2.00;50 %;2.00;2.00;1;1.00;1.00;-;37.00;22.00;59 %;-;-;-;-;-;-;-;-;0.34;0.44;-0.10;0.04;0.04;11.00;-;-;1.00;-;-;1.00;-;7.00;4.00;3.00;2.00;-;-;1.00
Владислав Руденко;Черноморец;189;81;Ф Ц;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;1.00;2.00;1.00;0.48;12.00;75 %;1.00;0 %;-;-;1.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;5.00;-;1.00;1.00;1.00;1.00;13.00;31 %;1.00;0 %;12.00;33 %;3.00;33 %;3.00;67 %;3.00;67 %;-;-;1.00;1.00;1;1.00;1.00;-;31.00;17.00;55 %;50 %;-;1.00;-;0.17;0.24;-;0.00;1.25;0.62;0.63;-;-;9.00;-;-;1.00;-;-;1.00;1.00;4.00;-;4.00;1.00;2.00;2.00;-
Александр Канаплин;Енисей Красноярск;237;80;Ф ЛЦ;1.00;-;2.00;1.00;50 %;1.00;-;-;-;-;1.00;-;-;4.00;3.00;0.67;24.00;92 %;-;-;1.00;0 %;5.00;60 %;3.00;100 %;-;-;-;-;-;-;9.00;1.00;1.00;2.00;2.00;2.00;18.00;22 %;4.00;75 %;14.00;7 %;5.00;0 %;3.00;33 %;3.00;33 %;3.00;67 %;3.00;3.00;1;1.00;1.00;-;54.00;36.00;67 %;75 %;-;1.00;-;-;0.17;0.67;1.49;1.35;1.26;0.09;-;-;22.00;-;-;3.00;3.00;-;-;-;4.00;3.00;1.00;-;1.00;1.00;2.00
Илья Сериков;Сокол Саратов;199;78;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;36.00;83 %;-;-;-;-;6.00;50 %;-;-;-;-;-;-;1.00;0 %;6.00;2.00;1.00;1.00;-;3.00;11.00;64 %;7.00;86 %;4.00;25 %;5.00;80 %;-;-;-;-;-;-;2.00;5.00;1;1.00;1.00;-;58.00;47.00;81 %;-;-;-;-;-;-;-;-;0.49;0.90;-0.41;0.02;0.01;30.00;-;-;3.00;-;-;-;-;7.00;6.00;1.00;4.00;-;-;-
Ильнур Бадртдинов;КамАЗ Набережные Челны;185;77;АП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;1.00;0.07;7.00;86 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;5.00;1.00;-;2.00;1.00;-;13.00;31 %;2.00;50 %;11.00;27 %;5.00;20 %;1.00;0 %;-;-;1.00;100 %;2.00;2.00;1;1.00;1.00;-;25.00;15.00;60 %;100 %;-;-;-;-;0.07;-;0.00;0.62;1.25;-0.63;0.02;0.02;6.00;-;-;-;-;-;-;-;4.00;1.00;3.00;1.00;-;-;1.00
Артём Самсонов;Шинник;171;77;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;16.00;63 %;-;-;1.00;0 %;4.00;50 %;1.00;0 %;-;-;2.00;50 %;2.00;50 %;3.00;2.00;1.00;2.00;-;-;14.00;43 %;9.00;33 %;5.00;60 %;3.00;67 %;2.00;50 %;2.00;50 %;5.00;40 %;1.00;1.00;1;1.00;1.00;-;34.00;19.00;56 %;-;-;-;-;-;-;-;-;0.85;1.53;-0.68;0.15;0.15;10.00;-;-;2.00;-;-;1.00;1.00;6.00;3.00;3.00;2.00;1.00;1.00;2.00
Владислав Сиротов;Ленинградец;212;77;АП ЛЦ;-;-;-;-;-;-;3.00;3.00;-;-;-;-;-;1.00;-;0.24;22.00;50 %;-;-;2.00;0 %;2.00;50 %;-;-;-;-;2.00;50 %;5.00;20 %;16.00;2.00;1.00;3.00;1.00;2.00;23.00;35 %;10.00;40 %;13.00;31 %;6.00;17 %;4.00;25 %;2.00;0 %;1.00;100 %;1.00;4.00;1;1.00;1.00;-;54.00;26.00;48 %;0 %;-;1.00;-;-;0.24;-;0.00;0.90;0.49;0.41;0.04;0.04;11.00;-;-;1.00;-;-;1.00;1.00;8.00;4.00;4.00;1.00;1.00;-;1.00
Дамир Таликин;КамАЗ Набережные Челны;214;77;П ПЦ;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;1.00;-;0.02;29.00;79 %;2.00;50 %;2.00;50 %;9.00;67 %;3.00;67 %;1.00;0 %;9.00;67 %;6.00;50 %;4.00;-;-;5.00;1.00;4.00;6.00;50 %;3.00;100 %;3.00;0 %;1.00;100 %;1.00;0 %;-;-;1.00;100 %;6.00;8.00;1;1.00;1.00;-;54.00;44.00;81 %;0 %;1.00;-;-;0.24;0.02;-;0.00;0.62;1.25;-0.63;-;-;23.00;1.00;1.00;6.00;2.00;-;6.00;3.00;3.00;3.00;-;1.00;-;-;1.00
Иван Тимошенко;Родина Москва;231;76;Ф ЛЦ;1.00;1.00;2.00;1.00;50 %;1.00;-;2.00;-;-;-;-;-;1.00;1.00;0.63;16.00;56 %;1.00;100 %;-;-;3.00;67 %;-;-;-;-;-;-;2.00;100 %;9.00;1.00;1.00;1.00;-;-;14.00;50 %;7.00;57 %;7.00;43 %;6.00;50 %;1.00;0 %;1.00;0 %;3.00;67 %;1.00;3.00;1;1.00;1.00;-;36.00;21.00;58 %;100 %;-;-;-;0.43;0.63;0.63;1.59;1.33;0.11;1.22;-;-;9.00;1.00;-;2.00;-;-;-;2.00;7.00;4.00;3.00;3.00;-;-;2.00
Максим Турищев;Родина Москва;224;76;Ф ПЦ;1.00;-;2.00;1.00;50 %;-;1.00;-;-;-;-;-;1.00;2.00;2.00;0.46;16.00;56 %;-;-;-;-;2.00;50 %;-;-;-;-;2.00;50 %;2.00;0 %;6.00;1.00;-;-;-;1.00;15.00;53 %;4.00;25 %;11.00;64 %;5.00;40 %;2.00;100 %;1.00;100 %;1.00;100 %;-;2.00;1;1.00;1.00;-;36.00;22.00;61 %;100 %;-;-;-;0.06;0.23;0.46;2.17;1.33;0.11;1.22;0.03;0.03;9.00;-;-;1.00;-;-;1.00;-;8.00;1.00;7.00;2.00;2.00;1.00;1.00
Георгий Юдинцев;Родина Москва;227;76;З П;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;59.00;78 %;2.00;50 %;1.00;0 %;10.00;60 %;5.00;60 %;1.00;100 %;6.00;83 %;3.00;33 %;11.00;4.00;-;7.00;2.00;3.00;16.00;50 %;12.00;50 %;4.00;50 %;3.00;100 %;2.00;50 %;1.00;100 %;5.00;40 %;7.00;7.00;1;1.00;1.00;-;92.00;71.00;77 %;-;-;-;-;-;-;-;-;1.33;0.11;1.22;-;-;46.00;1.00;-;6.00;3.00;1.00;5.00;1.00;8.00;6.00;2.00;3.00;1.00;1.00;2.00
Егор Иванов;Енисей Красноярск;214;74;П Л;-;-;-;-;-;1.00;-;3.00;-;-;1.00;-;-;-;-;-;47.00;85 %;1.00;100 %;-;-;10.00;90 %;3.00;100 %;-;-;7.00;86 %;9.00;67 %;4.00;-;1.00;4.00;1.00;1.00;8.00;38 %;6.00;33 %;2.00;50 %;2.00;0 %;-;-;-;-;4.00;50 %;4.00;5.00;1;1.00;1.00;-;66.00;53.00;80 %;-;-;-;-;0.08;-;-;-;0.68;1.26;-0.58;-;-;40.00;1.00;-;9.00;3.00;-;6.00;6.00;3.00;2.00;1.00;-;-;-;2.00
Владлен Бабаев;Сокол Саратов;178;73;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.04;29.00;66 %;-;-;2.00;0 %;5.00;40 %;2.00;50 %;-;-;2.00;100 %;4.00;50 %;8.00;3.00;1.00;4.00;2.00;2.00;10.00;50 %;3.00;33 %;7.00;57 %;4.00;50 %;3.00;67 %;-;-;-;-;7.00;2.00;1;1.00;1.00;-;52.00;35.00;67 %;0 %;1.00;-;-;0.13;0.04;-;0.00;0.49;0.90;-0.41;-;-;19.00;-;-;2.00;1.00;-;2.00;2.00;5.00;1.00;4.00;2.00;2.00;-;-
Давид Хубаев;ФК Акрон Тольятти;224;73;ЗП ЛЦ;-;-;1.00;-;0 %;-;2.00;3.00;-;1.00;-;-;-;4.00;1.00;0.21;34.00;82 %;-;-;-;-;12.00;75 %;1.00;100 %;-;-;6.00;67 %;-;-;6.00;3.00;-;1.00;1.00;-;10.00;70 %;5.00;60 %;5.00;80 %;4.00;50 %;2.00;100 %;1.00;100 %;1.00;0 %;4.00;2.00;1;1.00;1.00;-;55.00;43.00;78 %;25 %;2.00;1.00;-;0.04;0.05;-;0.00;0.50;1.35;-0.85;-;-;28.00;-;-;9.00;1.00;-;4.00;-;7.00;3.00;4.00;2.00;2.00;1.00;-
Ражаб Магомедов;Динамо Махачкала;183;73;Ф ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;1.00;1.00;0.15;20.00;70 %;-;-;2.00;50 %;4.00;75 %;1.00;100 %;-;-;2.00;100 %;4.00;75 %;5.00;1.00;-;1.00;-;2.00;6.00;50 %;1.00;100 %;5.00;40 %;3.00;33 %;2.00;50 %;1.00;0 %;1.00;100 %;-;4.00;1;1.00;1.00;-;33.00;24.00;73 %;100 %;-;-;-;0.29;0.15;-;0.00;1.53;0.63;0.90;-;-;14.00;-;1.00;3.00;1.00;-;2.00;3.00;3.00;1.00;2.00;1.00;1.00;-;1.00
Андрес Фабиан Понсе Нуньес;ФК Акрон Тольятти;241;73;Ф Ц;1.00;-;1.00;1.00;100 %;2.00;-;1.00;-;-;-;-;1.00;1.00;1.00;0.02;18.00;50 %;2.00;50 %;1.00;100 %;2.00;0 %;1.00;100 %;-;-;1.00;0 %;2.00;50 %;8.00;2.00;1.00;-;-;1.00;19.00;53 %;4.00;0 %;15.00;67 %;11.00;45 %;1.00;100 %;-;-;-;-;3.00;5.00;1;1.00;1.00;-;48.00;29.00;60 %;100 %;-;-;-;0.12;0.02;0.02;50.00;0.50;1.35;-0.85;0.15;0.15;9.00;1.00;1.00;-;1.00;-;-;1.00;10.00;-;10.00;5.00;1.00;-;-
Томас Рукас;СКА-Хабаровск;224;73;З ЛЦ;-;-;1.00;1.00;100 %;1.00;1.00;-;-;1.00;1.00;-;-;-;-;-;38.00;87 %;-;-;-;-;5.00;80 %;3.00;33 %;-;-;-;-;-;-;2.00;1.00;-;13.00;2.00;-;16.00;63 %;15.00;60 %;1.00;100 %;11.00;73 %;-;-;-;-;-;-;9.00;7.00;1;1.00;1.00;-;71.00;60.00;85 %;-;-;-;-;-;-;-;-;1.26;0.68;0.58;0.03;0.03;33.00;-;-;4.00;1.00;-;-;-;10.00;9.00;1.00;8.00;-;-;-
Андрей Савинов;СКА-Хабаровск;196;73;П ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;36.00;81 %;-;-;-;-;9.00;56 %;-;-;-;-;4.00;75 %;1.00;0 %;5.00;1.00;-;3.00;-;5.00;7.00;71 %;4.00;50 %;3.00;100 %;-;-;2.00;100 %;-;-;3.00;33 %;5.00;2.00;1;1.00;1.00;-;55.00;46.00;84 %;-;-;-;-;-;-;-;-;1.26;0.68;0.58;-;-;29.00;-;-;5.00;-;-;3.00;-;5.00;2.00;3.00;-;2.00;-;1.00
Дмитрий Югалдин;Сокол Саратов;219;73;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;3.00;2.00;0.24;24.00;75 %;-;-;-;-;8.00;63 %;1.00;0 %;-;-;5.00;60 %;-;-;10.00;6.00;-;-;-;2.00;16.00;56 %;7.00;29 %;9.00;78 %;3.00;33 %;4.00;100 %;1.00;100 %;1.00;100 %;6.00;4.00;1;1.00;1.00;-;56.00;42.00;75 %;67 %;-;1.00;-;-;0.08;-;0.00;0.49;0.90;-0.41;0.02;0.02;18.00;-;-;5.00;-;-;3.00;-;9.00;2.00;7.00;1.00;4.00;1.00;1.00
Роман Юзепчук;Торпедо Москва;179;73;ЗЛ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;30.00;67 %;-;-;1.00;0 %;6.00;33 %;5.00;20 %;1.00;0 %;6.00;33 %;3.00;33 %;5.00;2.00;-;3.00;-;1.00;13.00;62 %;10.00;60 %;3.00;67 %;3.00;33 %;1.00;0 %;1.00;0 %;4.00;75 %;1.00;3.00;1;1.00;1.00;-;48.00;33.00;69 %;-;-;-;-;-;-;-;-;0.42;1.43;-1.01;-;-;20.00;-;-;2.00;1.00;-;2.00;1.00;8.00;6.00;2.00;1.00;-;-;3.00
Олег Исаенко;Химки;219;72;ЗП П;-;-;-;-;-;1.00;1.00;2.00;-;-;-;-;-;1.00;-;0.04;33.00;73 %;1.00;100 %;3.00;67 %;9.00;44 %;1.00;0 %;1.00;0 %;6.00;50 %;3.00;67 %;6.00;3.00;1.00;2.00;-;1.00;18.00;44 %;11.00;45 %;7.00;43 %;4.00;25 %;1.00;100 %;1.00;100 %;5.00;80 %;3.00;9.00;1;1.00;1.00;-;68.00;47.00;69 %;0 %;-;1.00;-;0.21;0.04;-;0.00;0.41;0.34;0.07;-;-;24.00;1.00;2.00;4.00;-;-;3.00;2.00;8.00;5.00;3.00;1.00;1.00;1.00;4.00
Анатолий Макаров;Арсенал Тула;202;72;П ЛЦ;-;1.00;-;-;-;1.00;1.00;2.00;1.00;1.00;1.00;-;-;-;-;-;29.00;76 %;1.00;100 %;1.00;100 %;8.00;63 %;1.00;0 %;-;-;4.00;75 %;1.00;100 %;2.00;-;-;-;-;-;18.00;44 %;11.00;36 %;7.00;57 %;7.00;29 %;2.00;100 %;-;-;2.00;100 %;2.00;7.00;1;1.00;1.00;-;56.00;39.00;70 %;-;-;-;-;0.10;-;-;-;1.43;0.42;1.1;0.02;0.02;22.00;1.00;1.00;5.00;-;-;3.00;1.00;8.00;4.00;4.00;2.00;2.00;-;2.00
Сергей Терехов;Химки;206;72;ЗП Л;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;-;1.00;-;0.18;51.00;92 %;-;-;-;-;9.00;100 %;1.00;100 %;-;-;5.00;100 %;1.00;100 %;3.00;1.00;1.00;3.00;1.00;2.00;13.00;62 %;9.00;56 %;4.00;75 %;4.00;75 %;1.00;0 %;-;-;5.00;60 %;1.00;8.00;1;1.00;1.00;-;77.00;66.00;86 %;0 %;1.00;-;-;0.06;0.18;-;0.00;0.41;0.34;0.07;-;-;47.00;-;-;9.00;1.00;-;5.00;1.00;8.00;5.00;3.00;3.00;-;-;3.00
Сергей Ткачёв;Арсенал Тула;214;72;АП П;-;-;2.00;-;0 %;2.00;1.00;1.00;-;-;-;-;-;2.00;-;0.09;38.00;61 %;1.00;100 %;3.00;0 %;3.00;33 %;-;-;-;-;3.00;33 %;9.00;33 %;14.00;1.00;1.00;1.00;1.00;-;19.00;42 %;4.00;25 %;15.00;47 %;2.00;50 %;7.00;57 %;5.00;60 %;2.00;50 %;3.00;9.00;1;1.00;1.00;-;72.00;43.00;60 %;0 %;2.00;-;-;0.86;0.04;-;0.00;1.43;0.42;1.1;-;-;23.00;1.00;-;1.00;-;-;1.00;3.00;8.00;1.00;7.00;1.00;4.00;3.00;1.00
Роман Денисов;Нефтехимик Нижнекамск;158;71;ЗП ЛЦ;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;37.00;78 %;-;-;-;-;8.00;50 %;-;-;-;-;7.00;71 %;1.00;0 %;5.00;-;-;8.00;5.00;1.00;14.00;43 %;8.00;38 %;6.00;50 %;2.00;50 %;-;-;-;-;4.00;25 %;7.00;7.00;1;1.00;1.00;-;66.00;50.00;76 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;29.00;-;-;4.00;-;-;5.00;-;6.00;3.00;3.00;1.00;-;-;1.00
Султан Джамилов;Нефтехимик Нижнекамск;175;71;АП ПЦ;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;23.00;70 %;-;-;-;-;5.00;20 %;1.00;0 %;1.00;0 %;3.00;0 %;1.00;0 %;9.00;1.00;1.00;2.00;-;-;13.00;23 %;3.00;0 %;10.00;30 %;-;-;6.00;17 %;4.00;0 %;1.00;0 %;4.00;6.00;1;1.00;1.00;-;47.00;29.00;62 %;-;-;-;-;0.04;-;-;-;0.11;1.33;-1.22;0.02;0.02;16.00;-;-;1.00;-;-;-;-;3.00;-;3.00;-;1.00;-;-
Павел Котов;Нефтехимик Нижнекамск;172;71;ЗП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40.00;63 %;1.00;0 %;7.00;43 %;14.00;64 %;2.00;100 %;-;-;8.00;63 %;8.00;13 %;12.00;3.00;1.00;5.00;2.00;2.00;11.00;45 %;4.00;50 %;7.00;43 %;4.00;25 %;1.00;0 %;1.00;0 %;1.00;100 %;6.00;6.00;1;1.00;1.00;-;67.00;45.00;67 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;25.00;-;3.00;9.00;2.00;-;5.00;1.00;5.00;2.00;3.00;1.00;-;-;1.00
Георгий Гонгадзе;Торпедо Москва;178;70;Ф ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;1.00;2.00;-;0.14;14.00;64 %;-;-;-;-;3.00;67 %;1.00;100 %;-;-;3.00;33 %;-;-;7.00;3.00;-;1.00;-;-;18.00;44 %;4.00;25 %;14.00;50 %;14.00;50 %;-;-;-;-;1.00;100 %;-;6.00;1;1.00;1.00;-;40.00;23.00;57 %;0 %;1.00;1.00;-;-;0.07;-;0.00;0.42;1.42;-1.00;-;-;9.00;-;-;2.00;1.00;-;1.00;-;8.00;1.00;7.00;7.00;-;-;1.00
Дмитрий Полоз;Торпедо Москва;171;70;П П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.06;23.00;70 %;-;-;-;-;4.00;50 %;2.00;50 %;-;-;2.00;0 %;2.00;50 %;6.00;-;1.00;1.00;-;1.00;6.00;33 %;4.00;50 %;2.00;0 %;3.00;0 %;-;-;-;-;2.00;50 %;2.00;3.00;1;1.00;1.00;-;37.00;24.00;65 %;0 %;-;1.00;-;0.04;0.06;-;0.00;0.42;1.42;-1.00;-;-;16.00;-;-;2.00;1.00;-;-;1.00;2.00;2.00;-;-;-;-;1.00
Даниил Гурченко;Черноморец;204;68;АП П;-;-;2.00;-;0 %;1.00;2.00;-;-;-;-;-;-;2.00;2.00;0.26;26.00;73 %;-;-;1.00;0 %;7.00;71 %;1.00;0 %;-;-;2.00;100 %;5.00;40 %;5.00;1.00;2.00;1.00;1.00;2.00;11.00;36 %;5.00;20 %;6.00;50 %;2.00;0 %;3.00;100 %;-;-;2.00;50 %;3.00;4.00;1;1.00;1.00;-;50.00;34.00;68 %;100 %;-;-;-;0.19;0.13;-;0.00;0.92;0.62;0.30;-;-;19.00;-;-;5.00;-;-;2.00;2.00;4.00;1.00;3.00;-;3.00;-;1.00
Зикрулла Магомедов;Черноморец;217;68;ЗП Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;40.00;93 %;-;-;-;-;11.00;73 %;2.00;100 %;-;-;4.00;100 %;-;-;4.00;1.00;1.00;2.00;-;1.00;13.00;54 %;9.00;56 %;4.00;50 %;2.00;50 %;-;-;-;-;3.00;67 %;4.00;2.00;1;1.00;1.00;-;61.00;51.00;84 %;-;-;-;-;-;-;-;-;0.92;0.62;0.30;-;-;37.00;-;-;8.00;2.00;-;4.00;-;7.00;5.00;2.00;1.00;-;-;2.00
Оливье Кенфак;Кубань Краснодар;190;67;АП Л;-;-;1.00;-;0 %;-;3.00;1.00;-;-;-;-;-;1.00;1.00;0.09;20.00;85 %;-;-;1.00;100 %;2.00;50 %;-;-;-;-;1.00;0 %;1.00;100 %;10.00;3.00;-;3.00;1.00;2.00;16.00;31 %;5.00;40 %;11.00;27 %;2.00;100 %;5.00;20 %;4.00;25 %;2.00;50 %;3.00;2.00;1;1.00;1.00;-;44.00;30.00;68 %;100 %;-;-;-;0.03;0.09;-;0.00;0.91;1.11;-0.20;-;-;17.00;-;1.00;1.00;-;-;-;1.00;5.00;2.00;3.00;2.00;1.00;1.00;1.00
Валерий Почивалин;КамАЗ Набережные Челны;200;67;З П;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;15.00;80 %;-;-;-;-;2.00;0 %;-;-;-;-;-;-;2.00;0 %;2.00;1.00;-;1.00;-;-;12.00;58 %;11.00;64 %;1.00;0 %;3.00;67 %;-;-;-;-;5.00;60 %;3.00;1.00;1;-;-;1.00;31.00;23.00;74 %;-;-;-;-;-;-;-;-;0.88;1.3;-0.15;-;-;12.00;-;-;-;-;-;-;-;7.00;7.00;-;2.00;-;-;3.00
Артемий Укомский;КамАЗ Набережные Челны;181;67;Ф Ц;-;-;-;-;-;-;1.00;3.00;-;-;-;-;1.00;-;-;-;16.00;69 %;1.00;0 %;-;-;2.00;50 %;-;-;-;-;3.00;100 %;2.00;50 %;9.00;3.00;1.00;-;-;1.00;17.00;82 %;1.00;0 %;16.00;88 %;9.00;89 %;4.00;100 %;-;-;-;-;-;1.00;1;-;-;1.00;37.00;28.00;76 %;-;-;-;-;0.02;-;-;-;0.88;1.3;-0.15;-;-;11.00;-;-;1.00;-;-;3.00;1.00;14.00;-;14.00;8.00;4.00;-;-
Эрбол Атабаев;ФК Волгарь;213;66;П ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;28.00;82 %;-;-;-;-;5.00;40 %;-;-;-;-;-;-;-;-;1.00;-;1.00;1.00;1.00;-;10.00;60 %;6.00;50 %;4.00;75 %;4.00;50 %;1.00;0 %;-;-;2.00;50 %;5.00;5.00;1;1.00;1.00;-;51.00;41.00;80 %;-;-;-;-;0.11;-;-;-;0.24;0.41;-0.17;0.01;0.01;23.00;-;-;2.00;-;-;-;-;6.00;3.00;3.00;2.00;-;-;1.00
Юрий Бавин;СКА-Хабаровск;216;66;ЗП Ц;1.00;-;1.00;1.00;100 %;-;3.00;-;-;-;1.00;-;-;2.00;2.00;0.32;24.00;92 %;-;-;-;-;8.00;75 %;2.00;50 %;1.00;100 %;7.00;71 %;2.00;0 %;3.00;1.00;1.00;4.00;2.00;-;5.00;40 %;2.00;0 %;3.00;67 %;1.00;100 %;1.00;100 %;-;-;1.00;0 %;6.00;6.00;1;1.00;1.00;-;44.00;38.00;86 %;100 %;-;-;-;-;0.16;0.32;3.12;1.26;0.67;0.59;-;-;22.00;-;-;6.00;1.00;1.00;5.00;-;2.00;-;2.00;1.00;1.00;-;-
Гоча Гогричиани;ФК Волгарь;187;66;Ф Ц;-;-;1.00;-;0 %;-;1.00;1.00;-;-;-;-;2.00;1.00;1.00;0.11;17.00;41 %;-;-;-;-;2.00;0 %;-;-;-;-;2.00;0 %;-;-;14.00;-;-;1.00;-;-;18.00;39 %;1.00;0 %;17.00;41 %;11.00;36 %;2.00;0 %;2.00;0 %;-;-;2.00;1.00;1;1.00;1.00;-;39.00;18.00;46 %;100 %;-;-;-;-;0.11;-;0.00;0.24;0.41;-0.17;-;-;7.00;-;-;-;-;-;-;-;7.00;-;7.00;4.00;-;-;-
Никита Касаткин;Тюмень;212;66;АП Л;-;-;-;-;-;-;1.00;2.00;-;-;-;-;1.00;3.00;-;0.47;20.00;70 %;-;-;1.00;0 %;5.00;60 %;-;-;-;-;2.00;0 %;3.00;67 %;10.00;2.00;-;-;-;1.00;14.00;29 %;4.00;0 %;10.00;40 %;3.00;0 %;2.00;50 %;-;-;2.00;0 %;2.00;3.00;1;1.00;1.00;-;43.00;24.00;56 %;0 %;-;3.00;-;-;0.16;-;0.00;0.86;0.47;0.39;-;-;14.00;-;-;3.00;-;-;-;2.00;4.00;-;4.00;-;1.00;-;-
Антон Кобялко;Тюмень;169;66;Ф Ц;-;-;-;-;-;-;2.00;1.00;-;-;-;-;1.00;-;-;-;6.00;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.00;-;1.00;-;-;-;9.00;33 %;-;-;9.00;33 %;4.00;50 %;-;-;-;-;-;-;1.00;-;1;1.00;1.00;-;17.00;9.00;53 %;-;-;-;-;-;-;-;-;0.86;0.47;0.39;-;-;5.00;-;-;-;-;-;-;-;3.00;-;3.00;2.00;-;-;-
Павел Шадрин;Тюмень;227;66;АП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29.00;76 %;1.00;0 %;1.00;0 %;9.00;67 %;-;-;-;-;3.00;67 %;1.00;0 %;7.00;-;2.00;3.00;1.00;1.00;9.00;44 %;7.00;43 %;2.00;50 %;2.00;50 %;1.00;100 %;1.00;100 %;1.00;100 %;2.00;1.00;1;1.00;1.00;-;44.00;30.00;68 %;-;-;-;-;0.31;-;-;-;0.86;0.47;0.39;-;-;22.00;-;-;6.00;-;-;2.00;-;4.00;3.00;1.00;1.00;1.00;1.00;1.00
Алан Чочиев;Алания Владикавказ;239;65;АП Ц;-;1.00;-;-;-;2.00;1.00;1.00;-;-;-;-;-;1.00;-;0.03;38.00;82 %;1.00;100 %;4.00;25 %;7.00;86 %;2.00;100 %;1.00;100 %;1.00;100 %;5.00;60 %;3.00;-;-;5.00;1.00;1.00;12.00;50 %;6.00;67 %;6.00;33 %;1.00;0 %;3.00;67 %;2.00;50 %;2.00;100 %;2.00;4.00;1;1.00;1.00;-;59.00;45.00;76 %;0 %;1.00;-;-;0.35;0.03;-;0.00;1.11;0.91;0.20;-;-;31.00;1.00;1.00;6.00;2.00;1.00;1.00;3.00;6.00;4.00;2.00;-;2.00;1.00;2.00
Алан Хабалов;Алания Владикавказ;217;65;З П;-;-;1.00;-;0 %;-;1.00;-;-;2.00;-;-;-;-;-;-;26.00;85 %;-;-;1.00;100 %;3.00;67 %;-;-;-;-;1.00;100 %;3.00;67 %;6.00;1.00;1.00;6.00;1.00;3.00;11.00;55 %;6.00;67 %;5.00;40 %;1.00;0 %;1.00;100 %;1.00;100 %;5.00;80 %;3.00;1.00;1;1.00;1.00;-;45.00;35.00;78 %;-;-;-;-;-;-;-;-;1.11;0.91;0.20;-;-;22.00;-;1.00;2.00;-;-;1.00;2.00;6.00;4.00;2.00;-;1.00;1.00;4.00
