Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Фернандо Костанца;Крылья Советов;263;97;ЗП ПЦ;-;1.00;1.00;-;0 %;2.00;1.00;2.00;-;1.00;1.00;-;-;1.00;-;0.27;33.00;73 %;1.00;100 %;1.00;0 %;5.00;80 %;1.00;100 %;-;-;2.00;100 %;2.00;50 %;4.00;2.00;-;3.00;1.00;-;12.00;58 %;9.00;44 %;3.00;100 %;4.00;75 %;1.00;100 %;-;-;4.00;25 %;7.00;8.00;1;1.00;-;-;61.00;46.00;75 %;0 %;1.00;-;-;0.48;0.27;-;0.00;2.13;0.98;1.15;0.06;0.03;24.00;1.00;-;4.00;1.00;-;2.00;1.00;7.00;4.00;3.00;3.00;1.00;-;1.00
Николай Рассказов;Крылья Советов;230;97;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24.00;42 %;-;-;1.00;0 %;5.00;20 %;-;-;-;-;5.00;60 %;2.00;0 %;10.00;4.00;-;2.00;1.00;2.00;16.00;56 %;8.00;63 %;8.00;50 %;3.00;33 %;1.00;100 %;-;-;5.00;60 %;-;5.00;1;1.00;-;-;47.00;26.00;55 %;-;-;-;-;0.02;-;-;-;2.13;0.98;1.15;0.02;0.02;10.00;-;-;1.00;-;-;3.00;-;9.00;5.00;4.00;1.00;1.00;-;3.00
Александр Соболев;Спартак Москва;176;97;Ф Ц;-;-;-;-;-;-;3.00;1.00;-;-;1.00;-;-;1.00;-;0.04;16.00;81 %;-;-;-;-;1.00;100 %;1.00;100 %;1.00;100 %;-;-;2.00;100 %;6.00;2.00;-;1.00;1.00;-;18.00;33 %;1.00;0 %;17.00;35 %;5.00;60 %;2.00;100 %;2.00;100 %;1.00;0 %;3.00;1.00;1;1.00;-;-;39.00;23.00;59 %;0 %;-;1.00;-;0.04;0.04;-;0.00;0.98;2.13;-1.15;-;-;13.00;-;-;1.00;1.00;1.00;-;2.00;6.00;-;6.00;3.00;2.00;2.00;-
Александр Солдатенков;Крылья Советов;215;97;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;-;-;5.00;40 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;4.00;2.00;1;1.00;-;-;23.00;20.00;87 %;-;-;-;-;-;-;-;-;2.13;0.98;1.15;0.07;0.04;12.00;-;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-
Даниил Уткин;Ростов;268;97;П ПЦ;-;-;2.00;-;0 %;5.00;1.00;3.00;-;-;-;-;-;6.00;1.00;0.55;63.00;90 %;2.00;100 %;2.00;100 %;15.00;93 %;5.00;100 %;-;-;10.00;90 %;13.00;92 %;3.00;-;-;2.00;-;2.00;20.00;60 %;11.00;64 %;9.00;56 %;7.00;57 %;5.00;80 %;3.00;67 %;2.00;50 %;4.00;10.00;1;1.00;-;-;105.00;86.00;82 %;17 %;3.00;2.00;-;1.34;0.09;-;0.00;2.11;2.23;-0.12;-;-;57.00;2.00;2.00;14.00;5.00;-;9.00;12.00;12.00;7.00;5.00;4.00;4.00;2.00;1.00
Илья Вахания;Ростов;209;97;З П;-;-;1.00;1.00;100 %;1.00;1.00;-;1.00;1.00;-;-;-;-;-;-;51.00;67 %;1.00;0 %;8.00;13 %;14.00;50 %;2.00;100 %;1.00;100 %;3.00;33 %;5.00;20 %;5.00;2.00;-;7.00;1.00;3.00;14.00;57 %;10.00;70 %;4.00;25 %;8.00;50 %;2.00;50 %;-;-;1.00;100 %;6.00;6.00;1;1.00;-;-;80.00;57.00;71 %;-;-;-;-;-;-;-;-;2.11;2.23;-0.12;-;-;34.00;-;1.00;7.00;2.00;1.00;1.00;1.00;8.00;7.00;1.00;4.00;1.00;-;1.00
Вячеслав Якимов;Факел Воронеж;267;97;ЗП ПЦ;1.00;-;1.00;1.00;100 %;-;5.00;-;-;-;-;-;-;3.00;2.00;0.46;32.00;81 %;-;-;-;-;6.00;100 %;-;-;-;-;2.00;100 %;-;-;4.00;-;1.00;8.00;2.00;1.00;27.00;63 %;16.00;56 %;11.00;73 %;7.00;57 %;5.00;80 %;1.00;100 %;8.00;63 %;5.00;8.00;1;1.00;-;-;77.00;59.00;77 %;67 %;-;1.00;-;-;0.15;0.46;2.17;1.47;0.82;0.65;-;-;26.00;-;-;6.00;-;-;2.00;-;17.00;9.00;8.00;4.00;4.00;1.00;5.00
Игорь Юрганов;Сочи;201;97;З Ц;-;-;1.00;-;0 %;-;-;1.00;1.00;1.00;-;-;-;1.00;-;0.25;48.00;90 %;-;-;-;-;14.00;64 %;2.00;0 %;1.00;0 %;6.00;33 %;-;-;3.00;1.00;1.00;9.00;1.00;1.00;14.00;79 %;12.00;75 %;2.00;100 %;6.00;67 %;-;-;-;-;1.00;100 %;6.00;12.00;1;1.00;-;-;84.00;74.00;88 %;0 %;1.00;-;-;0.24;0.25;-;0.00;0.82;1.47;-0.65;0.35;0.17;43.00;-;-;9.00;-;-;2.00;-;11.00;9.00;2.00;4.00;-;-;1.00
Виктор Александров;Пари Нижний Новгород;194;96;З ЛЦ;-;-;-;-;-;-;1.00;-;-;2.00;1.00;-;-;1.00;-;0.03;30.00;63 %;-;-;-;-;11.00;64 %;3.00;67 %;-;-;5.00;40 %;1.00;100 %;5.00;1.00;-;4.00;1.00;2.00;12.00;75 %;9.00;78 %;3.00;67 %;4.00;75 %;2.00;50 %;2.00;50 %;2.00;100 %;6.00;6.00;1;1.00;-;-;57.00;42.00;74 %;0 %;1.00;-;-;-;0.03;-;0.00;0.87;1.32;-0.45;0.21;0.21;19.00;-;-;7.00;2.00;-;2.00;1.00;9.00;7.00;2.00;3.00;1.00;1.00;2.00
Дмитрий Баринов;Локомотив Москва;266;96;ЗП ПЦ;-;-;1.00;-;0 %;3.00;-;-;-;1.00;-;-;-;1.00;-;0.04;46.00;89 %;1.00;100 %;1.00;0 %;11.00;82 %;-;-;-;-;3.00;67 %;-;-;4.00;1.00;-;4.00;-;1.00;11.00;91 %;8.00;100 %;3.00;67 %;3.00;100 %;1.00;100 %;-;-;1.00;100 %;2.00;3.00;1;1.00;-;-;64.00;57.00;89 %;0 %;1.00;-;-;0.42;0.04;-;0.00;1.32;0.87;0.45;0.01;0.01;41.00;1.00;-;9.00;-;-;2.00;-;10.00;8.00;2.00;3.00;1.00;-;1.00
Кристиян Бистрович;Балтика;195;96;П ПЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;2.00;-;0.11;31.00;58 %;-;-;1.00;0 %;4.00;25 %;2.00;0 %;-;-;3.00;0 %;7.00;29 %;5.00;-;2.00;4.00;2.00;-;11.00;45 %;7.00;43 %;4.00;50 %;3.00;100 %;-;-;-;-;-;-;6.00;3.00;1;1.00;-;-;56.00;33.00;59 %;0 %;-;2.00;-;0.16;0.06;-;0.00;0.64;1.14;-0.50;0.02;0.02;18.00;-;-;1.00;-;-;-;2.00;5.00;3.00;2.00;3.00;-;-;-
Фёдор Чалов;ЦСКА Москва;218;96;Ф Ц;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;35.00;80 %;1.00;100 %;-;-;5.00;80 %;-;-;-;-;4.00;100 %;3.00;67 %;9.00;2.00;-;1.00;1.00;1.00;32.00;34 %;8.00;25 %;24.00;38 %;16.00;19 %;6.00;67 %;2.00;50 %;2.00;50 %;2.00;3.00;1;1.00;-;-;73.00;45.00;62 %;-;-;-;-;0.07;-;-;-;1.14;0.64;0.50;-;-;28.00;1.00;-;4.00;-;-;4.00;2.00;11.00;2.00;9.00;3.00;4.00;1.00;1.00
Роша;ЦСКА Москва;234;96;З Ц;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;-;-;-;54.00;78 %;-;-;1.00;0 %;15.00;67 %;5.00;60 %;2.00;50 %;5.00;80 %;1.00;0 %;3.00;-;-;12.00;1.00;-;19.00;74 %;15.00;80 %;4.00;50 %;16.00;69 %;-;-;-;-;-;-;18.00;10.00;1;1.00;-;-;103.00;86.00;84 %;-;-;-;-;-;-;-;-;1.14;0.64;0.50;0.13;0.04;42.00;-;-;10.00;3.00;1.00;4.00;-;14.00;12.00;2.00;11.00;-;-;-
Лукас Фассон;Локомотив Москва;229;96;З ЛЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;56.00;88 %;-;-;-;-;8.00;63 %;4.00;75 %;1.00;0 %;2.00;0 %;-;-;5.00;1.00;-;10.00;-;-;15.00;73 %;10.00;70 %;5.00;80 %;8.00;63 %;1.00;100 %;-;-;3.00;67 %;7.00;4.00;1;1.00;-;-;82.00;71.00;87 %;-;-;-;-;-;-;-;-;1.32;0.87;0.45;-;-;49.00;-;-;5.00;3.00;-;-;-;11.00;7.00;4.00;5.00;1.00;-;2.00
Аббосбек Файзуллаев;ЦСКА Москва;276;96;АП ЛЦ;-;-;1.00;-;0 %;-;4.00;1.00;-;-;1.00;-;-;4.00;1.00;0.25;47.00;85 %;2.00;0 %;-;-;7.00;57 %;1.00;0 %;-;-;3.00;33 %;6.00;83 %;9.00;2.00;5.00;3.00;2.00;4.00;24.00;46 %;8.00;38 %;16.00;50 %;5.00;20 %;4.00;75 %;2.00;100 %;5.00;60 %;3.00;5.00;1;1.00;-;-;92.00;64.00;70 %;25 %;2.00;1.00;-;0.18;0.06;-;0.00;1.14;0.64;0.50;-;-;40.00;-;-;4.00;-;-;1.00;5.00;11.00;3.00;8.00;1.00;3.00;2.00;3.00
Батчи;ФК Краснодар;235;96;АП Л;-;-;1.00;-;0 %;1.00;1.00;3.00;-;-;1.00;-;1.00;2.00;2.00;0.05;17.00;88 %;-;-;-;-;4.00;75 %;1.00;0 %;-;-;3.00;67 %;-;-;4.00;1.00;3.00;-;-;3.00;14.00;21 %;4.00;0 %;10.00;30 %;2.00;0 %;4.00;75 %;-;-;2.00;0 %;1.00;3.00;1;1.00;1.00;-;44.00;28.00;64 %;100 %;-;-;-;0.09;0.03;-;0.00;1.94;0.66;1.28;-;-;15.00;-;-;3.00;-;-;2.00;-;3.00;-;3.00;-;3.00;-;-
Милан Гайич;ЦСКА Москва;233;96;ЗП Л;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;-;0.10;55.00;87 %;-;-;2.00;0 %;4.00;75 %;-;-;-;-;2.00;100 %;4.00;25 %;5.00;1.00;-;1.00;-;3.00;7.00;29 %;2.00;50 %;5.00;20 %;2.00;50 %;3.00;0 %;1.00;0 %;1.00;100 %;3.00;7.00;1;1.00;-;-;76.00;63.00;83 %;0 %;1.00;-;-;0.16;0.10;-;0.00;1.14;0.64;0.50;-;-;48.00;-;-;3.00;-;-;2.00;1.00;2.00;1.00;1.00;1.00;-;-;1.00
Натан Баба Гассама;Балтика;232;96;З ЛЦ;-;-;-;-;-;-;4.00;-;-;-;1.00;-;-;-;-;-;52.00;81 %;-;-;1.00;0 %;13.00;69 %;6.00;50 %;2.00;50 %;7.00;86 %;3.00;33 %;3.00;1.00;-;5.00;1.00;1.00;16.00;88 %;15.00;87 %;1.00;100 %;9.00;100 %;1.00;100 %;-;-;2.00;100 %;5.00;7.00;1;1.00;-;-;82.00;70.00;85 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;42.00;-;-;9.00;3.00;1.00;6.00;1.00;14.00;13.00;1.00;9.00;1.00;-;2.00
Кирилл Гоцук;Пари Нижний Новгород;185;96;З Ц;-;-;-;-;-;-;3.00;-;-;2.00;1.00;-;-;-;-;-;37.00;76 %;-;-;-;-;13.00;46 %;7.00;29 %;3.00;0 %;7.00;43 %;2.00;0 %;7.00;-;-;10.00;2.00;1.00;25.00;52 %;23.00;52 %;2.00;50 %;11.00;55 %;-;-;-;-;8.00;63 %;12.00;10.00;1;1.00;-;-;87.00;66.00;76 %;-;-;-;-;-;-;-;-;0.87;1.32;-0.45;-;-;28.00;-;-;6.00;2.00;-;3.00;-;13.00;12.00;1.00;6.00;-;-;5.00
Никита Каккоев;Пари Нижний Новгород;212;96;З ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;45.00;84 %;-;-;-;-;14.00;64 %;4.00;25 %;-;-;9.00;56 %;3.00;67 %;6.00;1.00;-;6.00;-;3.00;6.00;83 %;6.00;83 %;-;-;3.00;67 %;-;-;-;-;1.00;100 %;2.00;4.00;1;1.00;-;-;61.00;53.00;87 %;-;-;-;-;-;-;-;-;0.87;1.32;-0.45;0.25;0.25;38.00;-;-;9.00;1.00;-;5.00;2.00;5.00;5.00;-;2.00;-;-;1.00
Николай Калинский;Пари Нижний Новгород;208;96;П ПЦ;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;3.00;1.00;0.13;56.00;91 %;1.00;100 %;1.00;100 %;13.00;85 %;2.00;0 %;1.00;0 %;9.00;67 %;8.00;63 %;5.00;-;-;11.00;1.00;2.00;11.00;36 %;8.00;38 %;3.00;33 %;5.00;40 %;-;-;-;-;4.00;50 %;9.00;8.00;1;1.00;-;-;89.00;75.00;84 %;33 %;2.00;-;-;0.58;0.04;-;0.00;0.87;1.32;-0.45;0.04;0.04;51.00;1.00;1.00;11.00;-;-;6.00;5.00;4.00;3.00;1.00;2.00;-;-;2.00
Артём Карпукас;Локомотив Москва;240;96;ЗП ЛЦ;-;-;-;-;-;-;1.00;3.00;-;-;1.00;-;-;-;-;-;40.00;90 %;1.00;0 %;1.00;0 %;4.00;75 %;-;-;-;-;2.00;50 %;2.00;0 %;3.00;-;-;5.00;1.00;1.00;23.00;61 %;11.00;55 %;12.00;67 %;5.00;60 %;6.00;83 %;5.00;80 %;6.00;67 %;5.00;5.00;1;1.00;-;-;74.00;61.00;82 %;-;-;-;-;-;-;-;-;1.32;0.87;0.45;0.01;0.01;36.00;-;-;3.00;-;-;1.00;-;14.00;6.00;8.00;3.00;5.00;4.00;4.00
Мамаду Майга;Пари Нижний Новгород;240;96;ЗП Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.01;51.00;86 %;-;-;-;-;6.00;67 %;1.00;100 %;-;-;6.00;83 %;1.00;0 %;3.00;-;-;7.00;-;-;14.00;71 %;9.00;67 %;5.00;80 %;2.00;100 %;3.00;67 %;-;-;4.00;50 %;8.00;5.00;1;1.00;-;-;79.00;67.00;85 %;0 %;-;1.00;-;0.01;0.01;-;0.00;0.87;1.32;-0.45;0.05;0.05;44.00;-;-;4.00;1.00;-;5.00;-;10.00;6.00;4.00;2.00;2.00;-;2.00
Евгений Морозов;Локомотив Москва;225;96;З ПЦ;-;-;1.00;-;0 %;-;3.00;1.00;-;1.00;-;-;-;2.00;-;0.52;66.00;94 %;-;-;-;-;16.00;88 %;8.00;88 %;2.00;50 %;5.00;80 %;1.00;0 %;3.00;1.00;-;6.00;-;-;12.00;50 %;9.00;56 %;3.00;33 %;2.00;50 %;1.00;0 %;1.00;0 %;1.00;100 %;7.00;7.00;1;1.00;-;-;95.00;83.00;87 %;0 %;2.00;-;-;-;0.26;-;0.00;1.32;0.87;0.45;-;-;62.00;-;-;14.00;7.00;1.00;4.00;-;6.00;5.00;1.00;1.00;-;-;1.00
Максим Мухин;ЦСКА Москва;220;96;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;1.00;-;0.03;54.00;87 %;-;-;1.00;0 %;10.00;90 %;4.00;75 %;-;-;9.00;89 %;1.00;0 %;3.00;1.00;1.00;6.00;1.00;3.00;21.00;62 %;15.00;53 %;6.00;83 %;4.00;50 %;5.00;80 %;-;-;3.00;67 %;7.00;4.00;1;1.00;-;-;91.00;74.00;81 %;0 %;1.00;-;-;0.05;0.03;-;0.00;1.14;0.64;0.50;-;-;47.00;-;-;9.00;3.00;-;8.00;-;13.00;8.00;5.00;2.00;4.00;-;2.00
Максим Ненахов;Локомотив Москва;226;96;З П;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;-;0.05;87.00;91 %;1.00;0 %;2.00;0 %;14.00;79 %;1.00;100 %;-;-;10.00;90 %;4.00;75 %;5.00;1.00;1.00;7.00;2.00;4.00;16.00;44 %;14.00;50 %;2.00;0 %;3.00;33 %;-;-;-;-;7.00;57 %;2.00;8.00;1;1.00;-;-;119.00;100.00;84 %;0 %;-;1.00;-;0.19;0.05;-;0.00;1.32;0.87;0.45;0.47;0.47;79.00;-;-;11.00;1.00;-;9.00;3.00;7.00;7.00;-;1.00;-;-;4.00
Александр Осипов;Балтика;180;96;ЗП Ц;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;54.00;76 %;-;-;-;-;13.00;54 %;3.00;100 %;-;-;7.00;57 %;1.00;0 %;9.00;4.00;-;7.00;4.00;-;17.00;53 %;11.00;27 %;6.00;100 %;9.00;78 %;-;-;-;-;1.00;0 %;6.00;13.00;1;1.00;-;-;90.00;69.00;77 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;41.00;-;-;7.00;3.00;-;4.00;-;9.00;3.00;6.00;7.00;-;-;-
Иван Остоич;Балтика;202;96;З Ц;-;-;-;-;-;-;1.00;-;1.00;1.00;1.00;-;-;-;-;-;43.00;91 %;-;-;-;-;7.00;86 %;-;-;-;-;2.00;100 %;-;-;4.00;1.00;-;10.00;-;-;16.00;63 %;13.00;69 %;3.00;33 %;12.00;67 %;-;-;-;-;1.00;0 %;12.00;4.00;1;1.00;-;-;75.00;65.00;87 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;39.00;-;-;6.00;-;-;2.00;-;10.00;9.00;1.00;8.00;-;-;-
Никола Радмановац;Балтика;251;96;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;55.00;96 %;-;-;-;-;10.00;90 %;5.00;100 %;1.00;100 %;4.00;100 %;-;-;-;-;-;10.00;-;-;12.00;83 %;11.00;91 %;1.00;0 %;6.00;100 %;1.00;0 %;-;-;3.00;100 %;12.00;3.00;1;1.00;-;-;83.00;78.00;94 %;0 %;1.00;-;-;0.30;0.02;-;0.00;0.64;1.14;-0.50;-;-;53.00;-;-;9.00;5.00;1.00;4.00;-;10.00;10.00;-;6.00;-;-;3.00
Александр Сильянов;Локомотив Москва;245;96;ЗЛ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;51.00;90 %;-;-;1.00;100 %;10.00;70 %;3.00;67 %;-;-;5.00;80 %;2.00;100 %;2.00;-;-;7.00;-;4.00;15.00;60 %;6.00;67 %;9.00;56 %;6.00;67 %;6.00;33 %;3.00;33 %;1.00;100 %;5.00;8.00;1;1.00;-;-;83.00;72.00;87 %;-;-;-;-;0.40;-;-;-;1.32;0.87;0.45;-;-;46.00;-;1.00;7.00;2.00;-;4.00;2.00;9.00;4.00;5.00;4.00;2.00;1.00;1.00
Келвен Дуглас Силва Оливейра;ЦСКА Москва;259;96;ЗП П;-;-;-;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;0.08;65.00;80 %;2.00;100 %;7.00;57 %;7.00;86 %;4.00;75 %;1.00;100 %;5.00;80 %;11.00;82 %;7.00;2.00;-;4.00;-;1.00;16.00;50 %;9.00;44 %;7.00;57 %;9.00;44 %;2.00;50 %;2.00;50 %;3.00;33 %;2.00;8.00;1;1.00;-;-;93.00;72.00;77 %;100 %;-;-;-;0.42;0.08;-;0.00;1.14;0.64;0.50;-;-;52.00;2.00;4.00;6.00;3.00;1.00;4.00;9.00;8.00;4.00;4.00;4.00;1.00;1.00;1.00
Саша Здьелар;ЦСКА Москва;212;96;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;2.00;-;0.03;50.00;92 %;-;-;-;-;12.00;83 %;2.00;100 %;-;-;7.00;71 %;2.00;50 %;4.00;1.00;-;7.00;3.00;3.00;7.00;43 %;3.00;33 %;4.00;50 %;4.00;0 %;-;-;-;-;-;-;9.00;8.00;1;1.00;-;-;79.00;69.00;87 %;0 %;2.00;-;-;0.18;0.01;-;0.00;1.14;0.64;0.50;0.02;0.02;46.00;-;-;10.00;2.00;-;5.00;1.00;3.00;1.00;2.00;-;-;-;-
Ираклий Квеквескири;Факел Воронеж;216;92;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;38.00;71 %;-;-;-;-;9.00;67 %;1.00;100 %;-;-;8.00;63 %;3.00;67 %;5.00;2.00;1.00;5.00;3.00;1.00;12.00;67 %;6.00;67 %;6.00;67 %;3.00;100 %;2.00;50 %;-;-;3.00;67 %;9.00;9.00;1;1.00;1.00;-;71.00;55.00;77 %;-;-;-;-;0.02;-;-;-;1.47;0.82;0.65;-;-;27.00;-;-;6.00;1.00;-;5.00;2.00;8.00;4.00;4.00;3.00;1.00;-;2.00
Иван Обляков;ЦСКА Москва;225;90;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.02;49.00;80 %;1.00;0 %;-;-;12.00;58 %;2.00;50 %;-;-;8.00;75 %;1.00;100 %;8.00;2.00;1.00;4.00;1.00;1.00;7.00;57 %;-;-;7.00;57 %;3.00;33 %;2.00;50 %;2.00;50 %;-;-;6.00;7.00;1;1.00;1.00;-;72.00;57.00;79 %;0 %;1.00;-;-;-;0.02;-;0.00;1.13;0.31;0.82;0.04;0.04;39.00;-;-;7.00;1.00;-;6.00;1.00;4.00;-;4.00;1.00;1.00;1.00;-
Брайан Эзекуэль Мансилья;Оренбург;251;89;П Л;1.00;1.00;2.00;1.00;50 %;1.00;1.00;1.00;-;1.00;1.00;-;1.00;2.00;1.00;0.05;26.00;65 %;-;-;3.00;67 %;3.00;33 %;1.00;100 %;-;-;1.00;0 %;3.00;67 %;12.00;4.00;2.00;2.00;-;3.00;23.00;43 %;7.00;57 %;16.00;38 %;5.00;20 %;7.00;43 %;1.00;0 %;4.00;75 %;2.00;6.00;1;1.00;1.00;-;64.00;39.00;61 %;50 %;1.00;-;-;0.28;0.03;0.05;20.00;1.9;2.74;-1.65;-;-;17.00;-;2.00;1.00;1.00;-;-;2.00;10.00;4.00;6.00;1.00;3.00;-;3.00
Амар Рахманович;Крылья Советов;225;89;Ф ЛЦ;-;1.00;-;-;-;1.00;2.00;2.00;-;-;1.00;-;-;-;-;-;11.00;82 %;1.00;0 %;-;-;8.00;75 %;-;-;-;-;4.00;50 %;1.00;100 %;8.00;1.00;2.00;1.00;-;-;19.00;26 %;6.00;17 %;13.00;31 %;9.00;22 %;-;-;-;-;3.00;33 %;2.00;1.00;1;1.00;1.00;-;35.00;17.00;49 %;-;-;-;-;0.07;-;-;-;1.13;0.86;0.27;0.46;0.46;9.00;-;-;6.00;-;-;2.00;1.00;5.00;1.00;4.00;2.00;-;-;1.00
